dcode,dname,area,dev_reg,eco_belt,yearcode,crop_name,amaize,pmaize,ymaize
50,Kapilbastu,1738,western,terai,2013/2014,maize,1370,3302,2410
50,Kapilbastu,1738,western,terai,2014/2015,maize,3120,9500,3045
51,Arghakhanchi,1193,western,hill,2000/2001,maize,16500,32175,1950
51,Arghakhanchi,1193,western,hill,2001/2002,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2002/2003,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2003/2004,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2004/2005,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2005/2006,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2006/2007,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2007/2008,maize,16500,28350,1718
51,Arghakhanchi,1193,western,hill,2008/2009,maize,16889,36311,2150
51,Arghakhanchi,1193,western,hill,2009/2010,maize,16509,36300,2199
51,Arghakhanchi,1193,western,hill,2010/2011,maize,16915,25485,1507
51,Arghakhanchi,1193,western,hill,2011/2012,maize,16500,41150,2494
51,Arghakhanchi,1193,western,hill,2012/2013,maize,16914,49441,2923
51,Arghakhanchi,1193,western,hill,2013/2014,maize,16915,49448,2923
51,Arghakhanchi,1193,western,hill,2014/2015,maize,16500,49500,3000
52,Pyuthan,1309,mid-west,hill,2000/2001,maize,12050,19300,1602
52,Pyuthan,1309,mid-west,hill,2001/2002,maize,12050,19500,1618
52,Pyuthan,1309,mid-west,hill,2002/2003,maize,12050,19280,1600
52,Pyuthan,1309,mid-west,hill,2003/2004,maize,12050,19280,1600
52,Pyuthan,1309,mid-west,hill,2004/2005,maize,12025,18038,1500
52,Pyuthan,1309,mid-west,hill,2005/2006,maize,12025,18038,1500
52,Pyuthan,1309,mid-west,hill,2006/2007,maize,12025,17917,1490
52,Pyuthan,1309,mid-west,hill,2007/2008,maize,12058,18158,1506
52,Pyuthan,1309,mid-west,hill,2008/2009,maize,12058,18158,1506
52,Pyuthan,1309,mid-west,hill,2009/2010,maize,12058,13626,1130
52,Pyuthan,1309,mid-west,hill,2010/2011,maize,12058,24880,2063
52,Pyuthan,1309,mid-west,hill,2011/2012,maize,12058,20390,1691
52,Pyuthan,1309,mid-west,hill,2012/2013,maize,12058,18351,1522
52,Pyuthan,1309,mid-west,hill,2013/2014,maize,12058,18462,1531
52,Pyuthan,1309,mid-west,hill,2014/2015,maize,12058,21108,1751
53,Rolpa,1879,mid-west,hill,2000/2001,maize,11190,17900,1600
53,Rolpa,1879,mid-west,hill,2001/2002,maize,11190,17910,1601
53,Rolpa,1879,mid-west,hill,2002/2003,maize,11190,17910,1601
53,Rolpa,1879,mid-west,hill,2003/2004,maize,11190,17910,1601
53,Rolpa,1879,mid-west,hill,2004/2005,maize,11190,17910,1601
53,Rolpa,1879,mid-west,hill,2005/2006,maize,11611,17200,1481
53,Rolpa,1879,mid-west,hill,2006/2007,maize,11611,17200,1481
53,Rolpa,1879,mid-west,hill,2007/2008,maize,11621,17500,1506
53,Rolpa,1879,mid-west,hill,2008/2009,maize,11621,17500,1506
53,Rolpa,1879,mid-west,hill,2009/2010,maize,11665,19500,1672
53,Rolpa,1879,mid-west,hill,2010/2011,maize,11661,24771,2124
53,Rolpa,1879,mid-west,hill,2011/2012,maize,11667,25302,2169
53,Rolpa,1879,mid-west,hill,2012/2013,maize,10305,16304,1582
53,Rolpa,1879,mid-west,hill,2013/2014,maize,11881,26138,2200
53,Rolpa,1879,mid-west,hill,2014/2015,maize,11880,27342,2302
54,Rukum,2877,mid-west,hill,2000/2001,maize,18130,30820,1700
54,Rukum,2877,mid-west,hill,2001/2002,maize,18650,31520,1690
54,Rukum,2877,mid-west,hill,2002/2003,maize,18650,31520,1690
54,Rukum,2877,mid-west,hill,2003/2004,maize,18650,31520,1690
54,Rukum,2877,mid-west,hill,2004/2005,maize,18650,31520,1690
54,Rukum,2877,mid-west,hill,2005/2006,maize,18650,31520,1690
54,Rukum,2877,mid-west,hill,2006/2007,maize,18650,31520,1690
54,Rukum,2877,mid-west,hill,2007/2008,maize,18650,31520,1690
54,Rukum,2877,mid-west,hill,2008/2009,maize,18650,31705,1700
54,Rukum,2877,mid-west,hill,2009/2010,maize,18650,35435,1900
54,Rukum,2877,mid-west,hill,2010/2011,maize,18650,41030,2200
54,Rukum,2877,mid-west,hill,2011/2012,maize,16785,30213,1800
54,Rukum,2877,mid-west,hill,2012/2013,maize,15107,16013,1060
54,Rukum,2877,mid-west,hill,2013/2014,maize,16289,30994,1903
54,Rukum,2877,mid-west,hill,2014/2015,maize,16289,32578,2000
55,Salyan,1462,mid-west,hill,2000/2001,maize,21568,39900,1850
55,Salyan,1462,mid-west,hill,2001/2002,maize,21560,38040,1764
55,Salyan,1462,mid-west,hill,2002/2003,maize,21560,38040,1764
55,Salyan,1462,mid-west,hill,2003/2004,maize,21560,38040,1764
55,Salyan,1462,mid-west,hill,2004/2005,maize,21570,43787,2030
55,Salyan,1462,mid-west,hill,2005/2006,maize,21000,40236,1916
55,Salyan,1462,mid-west,hill,2006/2007,maize,21000,40236,1916
55,Salyan,1462,mid-west,hill,2007/2008,maize,21000,40236,1916
55,Salyan,1462,mid-west,hill,2008/2009,maize,20500,39278,1916
55,Salyan,1462,mid-west,hill,2009/2010,maize,20500,39278,1916
55,Salyan,1462,mid-west,hill,2010/2011,maize,11588,24652,2127
55,Salyan,1462,mid-west,hill,2011/2012,maize,11588,27803,2399
55,Salyan,1462,mid-west,hill,2012/2013,maize,11560,22242,1924
55,Salyan,1462,mid-west,hill,2013/2014,maize,16280,33495,2057
55,Salyan,1462,mid-west,hill,2014/2015,maize,19370,40059,2068
56,Dang,2955,mid-west,terai,2000/2001,maize,23000,41400,1800
56,Dang,2955,mid-west,terai,2001/2002,maize,23500,43100,1834
56,Dang,2955,mid-west,terai,2002/2003,maize,23500,47100,2004
56,Dang,2955,mid-west,terai,2003/2004,maize,23500,47100,2004
56,Dang,2955,mid-west,terai,2004/2005,maize,22700,56750,2500
56,Dang,2955,mid-west,terai,2005/2006,maize,22700,56750,2500
56,Dang,2955,mid-west,terai,2006/2007,maize,25500,54825,2150
56,Dang,2955,mid-west,terai,2007/2008,maize,25600,56144,2193
56,Dang,2955,mid-west,terai,2008/2009,maize,25200,55100,2187
56,Dang,2955,mid-west,terai,2009/2010,maize,25200,28728,1140
56,Dang,2955,mid-west,terai,2010/2011,maize,25200,55062,2185
56,Dang,2955,mid-west,terai,2011/2012,maize,25200,54936,2180
56,Dang,2955,mid-west,terai,2012/2013,maize,23400,46891,2004
56,Dang,2955,mid-west,terai,2013/2014,maize,25300,46600,1842
56,Dang,2955,mid-west,terai,2014/2015,maize,23200,46168,1990
57,Banke,2337,mid-west,terai,2000/2001,maize,11660,21109,1810
57,Banke,2337,mid-west,terai,2001/2002,maize,11200,20400,1821
57,Banke,2337,mid-west,terai,2002/2003,maize,10298,21192,2058
57,Banke,2337,mid-west,terai,2003/2004,maize,10298,21192,2058
57,Banke,2337,mid-west,terai,2004/2005,maize,9224,12914,1400
57,Banke,2337,mid-west,terai,2005/2006,maize,9200,18400,2000
57,Banke,2337,mid-west,terai,2006/2007,maize,10000,19500,1950
57,Banke,2337,mid-west,terai,2007/2008,maize,6599,11000,1667
57,Banke,2337,mid-west,terai,2008/2009,maize,6600,10920,1655
57,Banke,2337,mid-west,terai,2009/2010,maize,6600,7920,1200
57,Banke,2337,mid-west,terai,2010/2011,maize,8660,18446,2130
57,Banke,2337,mid-west,terai,2011/2012,maize,8547,20085,2350
57,Banke,2337,mid-west,terai,2012/2013,maize,10697,29760,2782
57,Banke,2337,mid-west,terai,2013/2014,maize,8500,15300,1800
57,Banke,2337,mid-west,terai,2014/2015,maize,8990,19328,2150
58,Bardiya,2025,mid-west,terai,2000/2001,maize,8700,17400,2000
58,Bardiya,2025,mid-west,terai,2001/2002,maize,8750,17500,2000
58,Bardiya,2025,mid-west,terai,2002/2003,maize,8750,17500,2000
58,Bardiya,2025,mid-west,terai,2003/2004,maize,8750,17500,2000
58,Bardiya,2025,mid-west,terai,2004/2005,maize,8750,17500,2000
58,Bardiya,2025,mid-west,terai,2005/2006,maize,8750,21875,2500
58,Bardiya,2025,mid-west,terai,2006/2007,maize,8600,18060,2100
58,Bardiya,2025,mid-west,terai,2007/2008,maize,8100,15916,1965
58,Bardiya,2025,mid-west,terai,2008/2009,maize,8100,14900,1840
58,Bardiya,2025,mid-west,terai,2009/2010,maize,8100,13770,1700
58,Bardiya,2025,mid-west,terai,2010/2011,maize,9000,18210,2023
58,Bardiya,2025,mid-west,terai,2011/2012,maize,5450,10900,2000
58,Bardiya,2025,mid-west,terai,2012/2013,maize,8000,20000,2500
58,Bardiya,2025,mid-west,terai,2013/2014,maize,1200,2500,2083
58,Bardiya,2025,mid-west,terai,2014/2015,maize,1200,3000,7500
59,Surkhet,2451,mid-west,hill,2000/2001,maize,15240,27432,1800
59,Surkhet,2451,mid-west,hill,2001/2002,maize,15290,30801,2014
59,Surkhet,2451,mid-west,hill,2002/2003,maize,15290,30801,2014
59,Surkhet,2451,mid-west,hill,2003/2004,maize,15290,30801,2014
59,Surkhet,2451,mid-west,hill,2004/2005,maize,15870,38723,2440
59,Surkhet,2451,mid-west,hill,2005/2006,maize,15965,35921,2250
59,Surkhet,2451,mid-west,hill,2006/2007,maize,15965,44702,2800
59,Surkhet,2451,mid-west,hill,2007/2008,maize,15970,42320,2650
59,Surkhet,2451,mid-west,hill,2008/2009,maize,16100,40300,2503
59,Surkhet,2451,mid-west,hill,2009/2010,maize,16100,42665,2650
59,Surkhet,2451,mid-west,hill,2010/2011,maize,16100,41538,2580
59,Surkhet,2451,mid-west,hill,2011/2012,maize,16100,45692,2838
59,Surkhet,2451,mid-west,hill,2012/2013,maize,16100,43407,2696
59,Surkhet,2451,mid-west,hill,2013/2014,maize,16100,38243,2375
59,Surkhet,2451,mid-west,hill,2014/2015,maize,15281,39730,2600
60,Dailekh,1502,mid-west,hill,2000/2001,maize,10740,19660,1831
60,Dailekh,1502,mid-west,hill,2001/2002,maize,10700,19540,1826
60,Dailekh,1502,mid-west,hill,2002/2003,maize,10600,19960,1883
60,Dailekh,1502,mid-west,hill,2003/2004,maize,10600,19960,1883
60,Dailekh,1502,mid-west,hill,2004/2005,maize,10695,20534,1920
60,Dailekh,1502,mid-west,hill,2005/2006,maize,10695,20534,1920
60,Dailekh,1502,mid-west,hill,2006/2007,maize,16093,30577,1900
60,Dailekh,1502,mid-west,hill,2007/2008,maize,16090,29035,1805
60,Dailekh,1502,mid-west,hill,2008/2009,maize,16090,29035,1805
60,Dailekh,1502,mid-west,hill,2009/2010,maize,19950,37107,1860
60,Dailekh,1502,mid-west,hill,2010/2011,maize,20150,39091,1940
60,Dailekh,1502,mid-west,hill,2011/2012,maize,20150,37076,1840
60,Dailekh,1502,mid-west,hill,2012/2013,maize,20150,36975,1835
60,Dailekh,1502,mid-west,hill,2013/2014,maize,20150,37291,1851
60,Dailekh,1502,mid-west,hill,2014/2015,maize,20150,39292,1950
61,Jajarkot,2230,mid-west,hill,2000/2001,maize,8835,14791,1674
61,Jajarkot,2230,mid-west,hill,2001/2002,maize,8830,16510,1870
61,Jajarkot,2230,mid-west,hill,2002/2003,maize,8830,16510,1870
61,Jajarkot,2230,mid-west,hill,2003/2004,maize,8830,16510,1870
61,Jajarkot,2230,mid-west,hill,2004/2005,maize,8830,16510,1870
61,Jajarkot,2230,mid-west,hill,2005/2006,maize,8830,16510,1870
61,Jajarkot,2230,mid-west,hill,2006/2007,maize,8830,16510,1870
61,Jajarkot,2230,mid-west,hill,2007/2008,maize,8830,16510,1870
61,Jajarkot,2230,mid-west,hill,2008/2009,maize,8810,17200,1952
61,Jajarkot,2230,mid-west,hill,2009/2010,maize,8412,19852,2360
61,Jajarkot,2230,mid-west,hill,2010/2011,maize,7406,14071,1900
61,Jajarkot,2230,mid-west,hill,2011/2012,maize,8386,12579,1500
61,Jajarkot,2230,mid-west,hill,2012/2013,maize,7890,11930,1512
61,Jajarkot,2230,mid-west,hill,2013/2014,maize,8266,10539,1275
61,Jajarkot,2230,mid-west,hill,2014/2015,maize,9366,14539,1552
62,Dolpa,7889,mid-west,mountain,2000/2001,maize,1920,2400,1250
62,Dolpa,7889,mid-west,mountain,2001/2002,maize,2000,2400,1200
62,Dolpa,7889,mid-west,mountain,2002/2003,maize,2000,2400,1200
62,Dolpa,7889,mid-west,mountain,2003/2004,maize,2000,2400,1200
62,Dolpa,7889,mid-west,mountain,2004/2005,maize,2000,2400,1200
62,Dolpa,7889,mid-west,mountain,2005/2006,maize,2250,3038,1350
62,Dolpa,7889,mid-west,mountain,2006/2007,maize,2250,3250,1444
62,Dolpa,7889,mid-west,mountain,2007/2008,maize,2282,3906,1712
62,Dolpa,7889,mid-west,mountain,2008/2009,maize,2282,4360,1911
62,Dolpa,7889,mid-west,mountain,2009/2010,maize,2282,4108,1800
62,Dolpa,7889,mid-west,mountain,2010/2011,maize,2300,3450,1500
62,Dolpa,7889,mid-west,mountain,2011/2012,maize,2400,4000,1667
62,Dolpa,7889,mid-west,mountain,2012/2013,maize,2177,224,103
62,Dolpa,7889,mid-west,mountain,2013/2014,maize,220,250,1136
62,Dolpa,7889,mid-west,mountain,2014/2015,maize,255,276,1082
63,Jumla,2531,mid-west,mountain,2000/2001,maize,4525,6825,1508
63,Jumla,2531,mid-west,mountain,2001/2002,maize,4525,6790,1501
63,Jumla,2531,mid-west,mountain,2002/2003,maize,4525,6790,1501
63,Jumla,2531,mid-west,mountain,2003/2004,maize,4525,6790,1501
63,Jumla,2531,mid-west,mountain,2004/2005,maize,4625,6900,1492
63,Jumla,2531,mid-west,mountain,2005/2006,maize,4625,6900,1492
63,Jumla,2531,mid-west,mountain,2006/2007,maize,4625,6850,1481
63,Jumla,2531,mid-west,mountain,2007/2008,maize,4625,6850,1481
63,Jumla,2531,mid-west,mountain,2008/2009,maize,4625,6850,1481
63,Jumla,2531,mid-west,mountain,2009/2010,maize,4510,6765,1500
63,Jumla,2531,mid-west,mountain,2010/2011,maize,4550,7280,1600
63,Jumla,2531,mid-west,mountain,2011/2012,maize,4500,6750,1500
63,Jumla,2531,mid-west,mountain,2012/2013,maize,4500,5400,1200
63,Jumla,2531,mid-west,mountain,2013/2014,maize,4500,7650,1700
63,Jumla,2531,mid-west,mountain,2014/2015,maize,4500,7200,1600
64,Kalikot,1741,mid-west,mountain,2000/2001,maize,1747,2620,1500
64,Kalikot,1741,mid-west,mountain,2001/2002,maize,1730,2590,1497
64,Kalikot,1741,mid-west,mountain,2002/2003,maize,1730,2590,1497
64,Kalikot,1741,mid-west,mountain,2003/2004,maize,1730,2590,1497
64,Kalikot,1741,mid-west,mountain,2004/2005,maize,1730,2590,1497
64,Kalikot,1741,mid-west,mountain,2005/2006,maize,1730,2590,1497
64,Kalikot,1741,mid-west,mountain,2006/2007,maize,1730,2450,1416
64,Kalikot,1741,mid-west,mountain,2007/2008,maize,2250,2950,1311
64,Kalikot,1741,mid-west,mountain,2008/2009,maize,2255,3834,1700
64,Kalikot,1741,mid-west,mountain,2009/2010,maize,4455,8890,1996
64,Kalikot,1741,mid-west,mountain,2010/2011,maize,5455,9792,1795
64,Kalikot,1741,mid-west,mountain,2011/2012,maize,2520,5215,2069
64,Kalikot,1741,mid-west,mountain,2012/2013,maize,2520,5215,2069
64,Kalikot,1741,mid-west,mountain,2013/2014,maize,2525,5228,2070
64,Kalikot,1741,mid-west,mountain,2014/2015,maize,2573,6026,2342
65,Mugu,3535,mid-west,mountain,2000/2001,maize,550,650,1018
65,Mugu,3535,mid-west,mountain,2001/2002,maize,550,850,1545
65,Mugu,3535,mid-west,mountain,2002/2003,maize,550,850,1545
65,Mugu,3535,mid-west,mountain,2003/2004,maize,550,850,1545
65,Mugu,3535,mid-west,mountain,2004/2005,maize,565,1017,1800
65,Mugu,3535,mid-west,mountain,2005/2006,maize,565,1017,1800
65,Mugu,3535,mid-west,mountain,2006/2007,maize,565,1000,1770
65,Mugu,3535,mid-west,mountain,2007/2008,maize,565,1000,1770
65,Mugu,3535,mid-west,mountain,2008/2009,maize,565,1000,1770
65,Mugu,3535,mid-west,mountain,2009/2010,maize,570,1026,1800
65,Mugu,3535,mid-west,mountain,2010/2011,maize,607,607,1000
65,Mugu,3535,mid-west,mountain,2011/2012,maize,610,959,1572
65,Mugu,3535,mid-west,mountain,2012/2013,maize,610,1170,1918
65,Mugu,3535,mid-west,mountain,2013/2014,maize,617,1061,1720
65,Mugu,3535,mid-west,mountain,2014/2015,maize,621,1092,1758
66,Humla,5655,mid-west,mountain,2000/2001,maize,70,109,1557
66,Humla,5655,mid-west,mountain,2001/2002,maize,70,120,1714
66,Humla,5655,mid-west,mountain,2002/2003,maize,80,145,1813
66,Humla,5655,mid-west,mountain,2003/2004,maize,80,145,1813
66,Humla,5655,mid-west,mountain,2004/2005,maize,82,155,1890
66,Humla,5655,mid-west,mountain,2005/2006,maize,82,155,1890
66,Humla,5655,mid-west,mountain,2006/2007,maize,82,140,1707
66,Humla,5655,mid-west,mountain,2007/2008,maize,82,140,1707
66,Humla,5655,mid-west,mountain,2008/2009,maize,82,140,1707
66,Humla,5655,mid-west,mountain,2009/2010,maize,95,162,1705
66,Humla,5655,mid-west,mountain,2010/2011,maize,105,160,1524
66,Humla,5655,mid-west,mountain,2011/2012,maize,112,171,1529
66,Humla,5655,mid-west,mountain,2012/2013,maize,112,171,1527
66,Humla,5655,mid-west,mountain,2013/2014,maize,113,178,1575
66,Humla,5655,mid-west,mountain,2014/2015,maize,118,182,1542
67,Bajura,2188,far-west,mountain,2000/2001,maize,800,1280,1600
67,Bajura,2188,far-west,mountain,2001/2002,maize,1010,1820,1802
67,Bajura,2188,far-west,mountain,2002/2003,maize,1010,1820,1802
67,Bajura,2188,far-west,mountain,2003/2004,maize,1010,1820,1802
67,Bajura,2188,far-west,mountain,2004/2005,maize,1010,1820,1802
67,Bajura,2188,far-west,mountain,2005/2006,maize,1010,1820,1802
67,Bajura,2188,far-west,mountain,2006/2007,maize,990,1584,1600
67,Bajura,2188,far-west,mountain,2007/2008,maize,990,1659,1676
67,Bajura,2188,far-west,mountain,2008/2009,maize,990,1659,1676
67,Bajura,2188,far-west,mountain,2009/2010,maize,895,995,1112
67,Bajura,2188,far-west,mountain,2010/2011,maize,790,1749,2214
67,Bajura,2188,far-west,mountain,2011/2012,maize,790,1817,2300
67,Bajura,2188,far-west,mountain,2012/2013,maize,790,1817,2300
67,Bajura,2188,far-west,mountain,2013/2014,maize,790,1848,2339
67,Bajura,2188,far-west,mountain,2014/2015,maize,790,1848,2339
68,Bajhang,3422,far-west,mountain,2000/2001,maize,3650,5285,1448
68,Bajhang,3422,far-west,mountain,2001/2002,maize,3650,6200,1699
68,Bajhang,3422,far-west,mountain,2002/2003,maize,3650,6200,1699
68,Bajhang,3422,far-west,mountain,2003/2004,maize,3650,6200,1699
68,Bajhang,3422,far-west,mountain,2004/2005,maize,3650,6200,1699
68,Bajhang,3422,far-west,mountain,2005/2006,maize,3650,6200,1699
68,Bajhang,3422,far-west,mountain,2006/2007,maize,3650,6200,1699
68,Bajhang,3422,far-west,mountain,2007/2008,maize,3650,6261,1715
68,Bajhang,3422,far-west,mountain,2008/2009,maize,3650,6261,1715
68,Bajhang,3422,far-west,mountain,2009/2010,maize,3645,3400,933
68,Bajhang,3422,far-west,mountain,2010/2011,maize,3650,5475,1500
68,Bajhang,3422,far-west,mountain,2011/2012,maize,3652,3980,1090
68,Bajhang,3422,far-west,mountain,2012/2013,maize,3652,6573,1800
68,Bajhang,3422,far-west,mountain,2013/2014,maize,3652,3871,1060
68,Bajhang,3422,far-west,mountain,2014/2015,maize,3652,3871,1060
69,Achham,1680,far-west,hill,2000/2001,maize,5115,7161,1400
69,Achham,1680,far-west,hill,2001/2002,maize,5195,6250,1203
69,Achham,1680,far-west,hill,2002/2003,maize,5195,6250,1203
69,Achham,1680,far-west,hill,2003/2004,maize,5195,6250,1203
69,Achham,1680,far-west,hill,2004/2005,maize,5195,6250,1203
69,Achham,1680,far-west,hill,2005/2006,maize,5195,6250,1203
69,Achham,1680,far-west,hill,2006/2007,maize,5336,8870,1662
69,Achham,1680,far-west,hill,2007/2008,maize,5336,8870,1662
69,Achham,1680,far-west,hill,2008/2009,maize,5336,8870,1662
69,Achham,1680,far-west,hill,2009/2010,maize,6346,8250,1300
69,Achham,1680,far-west,hill,2010/2011,maize,6351,9844,1550
69,Achham,1680,far-west,hill,2011/2012,maize,6351,10479,1650
69,Achham,1680,far-west,hill,2012/2013,maize,3350,9525,2843
69,Achham,1680,far-west,hill,2013/2014,maize,3652,10163,2783
69,Achham,1680,far-west,hill,2014/2015,maize,3652,10163,2783
70,Doti,2025,far-west,hill,2000/2001,maize,2500,4290,1716
70,Doti,2025,far-west,hill,2001/2002,maize,2590,4890,1888
70,Doti,2025,far-west,hill,2002/2003,maize,2620,4454,1700
70,Doti,2025,far-west,hill,2003/2004,maize,2620,4454,1700
70,Doti,2025,far-west,hill,2004/2005,maize,2640,4906,1858
70,Doti,2025,far-west,hill,2005/2006,maize,2590,4890,1900
70,Doti,2025,far-west,hill,2006/2007,maize,2550,3825,1500
70,Doti,2025,far-west,hill,2007/2008,maize,2550,5020,1969
70,Doti,2025,far-west,hill,2008/2009,maize,2550,4850,1902
70,Doti,2025,far-west,hill,2009/2010,maize,2545,4193,1648
70,Doti,2025,far-west,hill,2010/2011,maize,2545,4193,1648
70,Doti,2025,far-west,hill,2011/2012,maize,2445,4835.5,1978
70,Doti,2025,far-west,hill,2012/2013,maize,2630,5240,1992
70,Doti,2025,far-west,hill,2013/2014,maize,2748,5221,1900
70,Doti,2025,far-west,hill,2014/2015,maize,2748,5221,1900
71,Kailali,3235,far-west,terai,2000/2001,maize,12500,19500,1560
71,Kailali,3235,far-west,terai,2001/2002,maize,12500,18750,1500
71,Kailali,3235,far-west,terai,2002/2003,maize,15500,18750,1500
71,Kailali,3235,far-west,terai,2003/2004,maize,12500,18750,1500
71,Kailali,3235,far-west,terai,2004/2005,maize,16500,24750,1500
71,Kailali,3235,far-west,terai,2005/2006,maize,16500,24750,1500
71,Kailali,3235,far-west,terai,2006/2007,maize,16650,32468,1950
71,Kailali,3235,far-west,terai,2007/2008,maize,17000,34150,2009
71,Kailali,3235,far-west,terai,2008/2009,maize,17000,33500,1971
71,Kailali,3235,far-west,terai,2009/2010,maize,16500,28500,1727
71,Kailali,3235,far-west,terai,2010/2011,maize,16500,28500,1727
71,Kailali,3235,far-west,terai,2011/2012,maize,6000,12000,2000
71,Kailali,3235,far-west,terai,2012/2013,maize,5700,12000,2105
71,Kailali,3235,far-west,terai,2013/2014,maize,5540,5755,1039
71,Kailali,3235,far-west,terai,2014/2015,maize,5540,5755,1039
72,Kanchanpur,1610,far-west,terai,2000/2001,maize,5905,10680,1809
72,Kanchanpur,1610,far-west,terai,2001/2002,maize,6190,10025,1620
72,Kanchanpur,1610,far-west,terai,2002/2003,maize,5912,11844,2003
72,Kanchanpur,1610,far-west,terai,2003/2004,maize,5912,11844,2003
72,Kanchanpur,1610,far-west,terai,2004/2005,maize,5912,11844,2003
72,Kanchanpur,1610,far-west,terai,2005/2006,maize,6190,10025,1620
72,Kanchanpur,1610,far-west,terai,2006/2007,maize,5750,10925,1900
72,Kanchanpur,1610,far-west,terai,2007/2008,maize,5750,10925,1900
72,Kanchanpur,1610,far-west,terai,2008/2009,maize,6050,11313,1870
72,Kanchanpur,1610,far-west,terai,2009/2010,maize,5950,11495,1932
72,Kanchanpur,1610,far-west,terai,2010/2011,maize,5950,11495,1932
72,Kanchanpur,1610,far-west,terai,2011/2012,maize,5950,11900,2000
72,Kanchanpur,1610,far-west,terai,2012/2013,maize,5950,10450,1756
72,Kanchanpur,1610,far-west,terai,2013/2014,maize,3600,6840,1900
72,Kanchanpur,1610,far-west,terai,2014/2015,maize,3600,6840,1900
73,Dadeldhura,1538,far-west,hill,2000/2001,maize,3965,5763,1453
73,Dadeldhura,1538,far-west,hill,2001/2002,maize,3970,6749,1700
73,Dadeldhura,1538,far-west,hill,2002/2003,maize,3930,6520,1659
73,Dadeldhura,1538,far-west,hill,2003/2004,maize,3930,6520,1659
73,Dadeldhura,1538,far-west,hill,2004/2005,maize,3985,7551,1895
73,Dadeldhura,1538,far-west,hill,2005/2006,maize,3970,6749,1700
73,Dadeldhura,1538,far-west,hill,2006/2007,maize,3742,7858,2100
73,Dadeldhura,1538,far-west,hill,2007/2008,maize,3742,5949,1590
73,Dadeldhura,1538,far-west,hill,2008/2009,maize,3744,6313,1686
73,Dadeldhura,1538,far-west,hill,2009/2010,maize,3744,5616,1500
73,Dadeldhura,1538,far-west,hill,2010/2011,maize,3744,6390,1707
73,Dadeldhura,1538,far-west,hill,2011/2012,maize,3744,6390,1707
73,Dadeldhura,1538,far-west,hill,2012/2013,maize,3744,8236,2200
73,Dadeldhura,1538,far-west,hill,2013/2014,maize,3744,10895,2910
73,Dadeldhura,1538,far-west,hill,2014/2015,maize,3744,10895,2910
74,Baitadi,1519,far-west,hill,2000/2001,maize,7510,12750,1698
74,Baitadi,1519,far-west,hill,2001/2002,maize,8400,10920,1300
74,Baitadi,1519,far-west,hill,2002/2003,maize,8400,10920,1300
74,Baitadi,1519,far-west,hill,2003/2004,maize,8400,10920,1300
74,Baitadi,1519,far-west,hill,2004/2005,maize,10000,17000,1700
74,Baitadi,1519,far-west,hill,2005/2006,maize,9400,16450,1750
74,Baitadi,1519,far-west,hill,2006/2007,maize,9400,16450,1750
74,Baitadi,1519,far-west,hill,2007/2008,maize,9500,17270,1818
74,Baitadi,1519,far-west,hill,2008/2009,maize,9500,17270,1818
74,Baitadi,1519,far-west,hill,2009/2010,maize,9500,17100,1800
74,Baitadi,1519,far-west,hill,2010/2011,maize,9500,17100,1800
74,Baitadi,1519,far-west,hill,2011/2012,maize,14500,29000,2000
74,Baitadi,1519,far-west,hill,2012/2013,maize,14500,18850,1300
74,Baitadi,1519,far-west,hill,2013/2014,maize,14500,23417,1615
74,Baitadi,1519,far-west,hill,2014/2015,maize,14500,23417,1615
75,Darchula,2322,far-west,mountain,2000/2001,maize,5900,8850,1500
75,Darchula,2322,far-west,mountain,2001/2002,maize,5900,8890,1507
75,Darchula,2322,far-west,mountain,2002/2003,maize,5900,8890,1507
75,Darchula,2322,far-west,mountain,2003/2004,maize,5900,8890,1507
75,Darchula,2322,far-west,mountain,2004/2005,maize,6000,9300,1550
75,Darchula,2322,far-west,mountain,2005/2006,maize,5900,5590,947
75,Darchula,2322,far-west,mountain,2006/2007,maize,5900,9145,1550
75,Darchula,2322,far-west,mountain,2007/2008,maize,5900,10970,1859
75,Darchula,2322,far-west,mountain,2008/2009,maize,5900,10970,1859
75,Darchula,2322,far-west,mountain,2009/2010,maize,5498,10930,1988
75,Darchula,2322,far-west,mountain,2010/2011,maize,5520,12566,2276
75,Darchula,2322,far-west,mountain,2011/2012,maize,5530,15552,2812
75,Darchula,2322,far-west,mountain,2012/2013,maize,5530,11261,2036
75,Darchula,2322,far-west,mountain,2013/2014,maize,3558,6404,1800
75,Darchula,2322,far-west,mountain,2014/2015,maize,3558,6404,1800
