dcode,dname,area,dev_reg,eco_belt,yearcode,crop_name,amillet,pmillet,ymillet
50,Kapilbastu,1738,western,terai,2012/2013,Millet,,,
50,Kapilbastu,1738,western,terai,2013/2014,Millet,,,
50,Kapilbastu,1738,western,terai,2014/2015,Millet,,,
51,Arghakhanchi,1193,western,hill,2000/2001,Millet,850,820,965
51,Arghakhanchi,1193,western,hill,2001/2002,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2002/2003,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2003/2004,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2004/2005,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2005/2006,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2006/2007,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2007/2008,Millet,850,850,1000
51,Arghakhanchi,1193,western,hill,2008/2009,Millet,825,998,1210
51,Arghakhanchi,1193,western,hill,2009/2010,Millet,800,980,1225
51,Arghakhanchi,1193,western,hill,2010/2011,Millet,820,880,1073
51,Arghakhanchi,1193,western,hill,2011/2012,Millet,507,608,1199
51,Arghakhanchi,1193,western,hill,2012/2013,Millet,505,606,1200
51,Arghakhanchi,1193,western,hill,2013/2014,Millet,505,606,1200
51,Arghakhanchi,1193,western,hill,2014/2015,Millet,505,656,1299
52,Pyuthan,1309,mid-west,hill,2000/2001,Millet,2350,2525,1074
52,Pyuthan,1309,mid-west,hill,2001/2002,Millet,2025,2025,1000
52,Pyuthan,1309,mid-west,hill,2002/2003,Millet,52025,2025,1000
52,Pyuthan,1309,mid-west,hill,2003/2004,Millet,2025,2025,1000
52,Pyuthan,1309,mid-west,hill,2004/2005,Millet,2025,2025,1000
52,Pyuthan,1309,mid-west,hill,2005/2006,Millet,2025,2025,1000
52,Pyuthan,1309,mid-west,hill,2006/2007,Millet,2000,1700,850
52,Pyuthan,1309,mid-west,hill,2007/2008,Millet,1985,1985,1000
52,Pyuthan,1309,mid-west,hill,2008/2009,Millet,1985,1985,1000
52,Pyuthan,1309,mid-west,hill,2009/2010,Millet,1985,2005,1010
52,Pyuthan,1309,mid-west,hill,2010/2011,Millet,1985,1998,1007
52,Pyuthan,1309,mid-west,hill,2011/2012,Millet,1985,2000,1007
52,Pyuthan,1309,mid-west,hill,2012/2013,Millet,1985,2005,1010
52,Pyuthan,1309,mid-west,hill,2013/2014,Millet,1984,2006,1011
52,Pyuthan,1309,mid-west,hill,2014/2015,Millet,1995,2290,1148
53,Rolpa,1879,mid-west,hill,2000/2001,Millet,700,700,1000
53,Rolpa,1879,mid-west,hill,2001/2002,Millet,1050,1100,1048
53,Rolpa,1879,mid-west,hill,2002/2003,Millet,1050,1100,1048
53,Rolpa,1879,mid-west,hill,2003/2004,Millet,1050,1100,1048
53,Rolpa,1879,mid-west,hill,2004/2005,Millet,1050,1100,1048
53,Rolpa,1879,mid-west,hill,2005/2006,Millet,1067,1000,937
53,Rolpa,1879,mid-west,hill,2006/2007,Millet,1067,1000,937
53,Rolpa,1879,mid-west,hill,2007/2008,Millet,1067,1173,1099
53,Rolpa,1879,mid-west,hill,2008/2009,Millet,1067,1173,1099
53,Rolpa,1879,mid-west,hill,2009/2010,Millet,1060,1060,1000
53,Rolpa,1879,mid-west,hill,2010/2011,Millet,1061,1061,1000
53,Rolpa,1879,mid-west,hill,2011/2012,Millet,1059,1059,1000
53,Rolpa,1879,mid-west,hill,2012/2013,Millet,1061,1059,998
53,Rolpa,1879,mid-west,hill,2013/2014,Millet,1061,1273,1200
53,Rolpa,1879,mid-west,hill,2014/2015,Millet,1065,1320,1239
54,Rukum,2877,mid-west,hill,2000/2001,Millet,900,1125,1250
54,Rukum,2877,mid-west,hill,2001/2002,Millet,1140,1500,1316
54,Rukum,2877,mid-west,hill,2002/2003,Millet,1140,1500,1316
54,Rukum,2877,mid-west,hill,2003/2004,Millet,1140,1500,1316
54,Rukum,2877,mid-west,hill,2004/2005,Millet,1140,1500,1316
54,Rukum,2877,mid-west,hill,2005/2006,Millet,1140,1500,1316
54,Rukum,2877,mid-west,hill,2006/2007,Millet,1140,1500,1316
54,Rukum,2877,mid-west,hill,2007/2008,Millet,1140,1500,1316
54,Rukum,2877,mid-west,hill,2008/2009,Millet,925,860,930
54,Rukum,2877,mid-west,hill,2009/2010,Millet,960,1060,1104
54,Rukum,2877,mid-west,hill,2010/2011,Millet,960,979,1020
54,Rukum,2877,mid-west,hill,2011/2012,Millet,960,912,950
54,Rukum,2877,mid-west,hill,2012/2013,Millet,960,922,960
54,Rukum,2877,mid-west,hill,2013/2014,Millet,915,1573,1719
54,Rukum,2877,mid-west,hill,2014/2015,Millet,915,1601,1750
55,Salyan,1462,mid-west,hill,2000/2001,Millet,1900,2128,1120
55,Salyan,1462,mid-west,hill,2001/2002,Millet,1930,2162,1120
55,Salyan,1462,mid-west,hill,2002/2003,Millet,1930,2162,1120
55,Salyan,1462,mid-west,hill,2003/2004,Millet,1930,2162,1120
55,Salyan,1462,mid-west,hill,2004/2005,Millet,1920,2342,1220
55,Salyan,1462,mid-west,hill,2005/2006,Millet,1901,2291,1205
55,Salyan,1462,mid-west,hill,2006/2007,Millet,1901,2291,1205
55,Salyan,1462,mid-west,hill,2007/2008,Millet,1901,2291,1205
55,Salyan,1462,mid-west,hill,2008/2009,Millet,1920,2496,1300
55,Salyan,1462,mid-west,hill,2009/2010,Millet,1920,2312,1204
55,Salyan,1462,mid-west,hill,2010/2011,Millet,1910,2483,1300
55,Salyan,1462,mid-west,hill,2011/2012,Millet,1780,2320,1303
55,Salyan,1462,mid-west,hill,2012/2013,Millet,1780,2204,1238
55,Salyan,1462,mid-west,hill,2013/2014,Millet,2204,2004,909
55,Salyan,1462,mid-west,hill,2014/2015,Millet,2235,2335,1045
56,Dang,2955,mid-west,terai,2000/2001,Millet,170,153,900
56,Dang,2955,mid-west,terai,2001/2002,Millet,160,110,688
56,Dang,2955,mid-west,terai,2002/2003,Millet,160,110,688
56,Dang,2955,mid-west,terai,2003/2004,Millet,160,110,688
56,Dang,2955,mid-west,terai,2004/2005,Millet,135,135,1000
56,Dang,2955,mid-west,terai,2005/2006,Millet,135,135,1000
56,Dang,2955,mid-west,terai,2006/2007,Millet,135,135,1000
56,Dang,2955,mid-west,terai,2007/2008,Millet,170,160,941
56,Dang,2955,mid-west,terai,2008/2009,Millet,170,160,941
56,Dang,2955,mid-west,terai,2009/2010,Millet,170,183,1076
56,Dang,2955,mid-west,terai,2010/2011,Millet,150,150,1000
56,Dang,2955,mid-west,terai,2011/2012,Millet,100,100,1000
56,Dang,2955,mid-west,terai,2012/2013,Millet,20,20,1000
56,Dang,2955,mid-west,terai,2013/2014,Millet,19,19,1000
56,Dang,2955,mid-west,terai,2014/2015,Millet,20,20,1000
57,Banke,2337,mid-west,terai,2000/2001,Millet,,,
57,Banke,2337,mid-west,terai,2001/2002,Millet,,,
57,Banke,2337,mid-west,terai,2002/2003,Millet,,,
57,Banke,2337,mid-west,terai,2003/2004,Millet,,,
57,Banke,2337,mid-west,terai,2004/2005,Millet,,,
57,Banke,2337,mid-west,terai,2005/2006,Millet,,,
57,Banke,2337,mid-west,terai,2006/2007,Millet,,,
57,Banke,2337,mid-west,terai,2007/2008,Millet,,,
57,Banke,2337,mid-west,terai,2008/2009,Millet,,,
57,Banke,2337,mid-west,terai,2009/2010,Millet,,,
57,Banke,2337,mid-west,terai,2010/2011,Millet,,,
57,Banke,2337,mid-west,terai,2011/2012,Millet,,,
57,Banke,2337,mid-west,terai,2012/2013,Millet,,,
57,Banke,2337,mid-west,terai,2013/2014,Millet,,,
57,Banke,2337,mid-west,terai,2014/2015,Millet,,,
58,Bardiya,2025,mid-west,terai,2000/2001,Millet,10,10,1000
58,Bardiya,2025,mid-west,terai,2001/2002,Millet,,,
58,Bardiya,2025,mid-west,terai,2002/2003,Millet,,,
58,Bardiya,2025,mid-west,terai,2003/2004,Millet,,,
58,Bardiya,2025,mid-west,terai,2004/2005,Millet,,,
58,Bardiya,2025,mid-west,terai,2005/2006,Millet,,,
58,Bardiya,2025,mid-west,terai,2006/2007,Millet,,,
58,Bardiya,2025,mid-west,terai,2007/2008,Millet,,,
58,Bardiya,2025,mid-west,terai,2008/2009,Millet,,,
58,Bardiya,2025,mid-west,terai,2009/2010,Millet,,,
58,Bardiya,2025,mid-west,terai,2010/2011,Millet,,,
58,Bardiya,2025,mid-west,terai,2011/2012,Millet,,,
58,Bardiya,2025,mid-west,terai,2012/2013,Millet,,,
58,Bardiya,2025,mid-west,terai,2013/2014,Millet,,,
58,Bardiya,2025,mid-west,terai,2014/2015,Millet,,,
59,Surkhet,2451,mid-west,hill,2000/2001,Millet,1420,1931,1360
59,Surkhet,2451,mid-west,hill,2001/2002,Millet,1420,1732,1220
59,Surkhet,2451,mid-west,hill,2002/2003,Millet,1656,1987,1200
59,Surkhet,2451,mid-west,hill,2003/2004,Millet,1656,1987,1200
59,Surkhet,2451,mid-west,hill,2004/2005,Millet,1656,1656,1000
59,Surkhet,2451,mid-west,hill,2005/2006,Millet,1656,1656,1000
59,Surkhet,2451,mid-west,hill,2006/2007,Millet,1656,2070,1250
59,Surkhet,2451,mid-west,hill,2007/2008,Millet,2095,2724,1300
59,Surkhet,2451,mid-west,hill,2008/2009,Millet,2095,2726,1301
59,Surkhet,2451,mid-west,hill,2009/2010,Millet,2095,2703,1290
59,Surkhet,2451,mid-west,hill,2010/2011,Millet,2095,2703,1290
59,Surkhet,2451,mid-west,hill,2011/2012,Millet,2095,2800,1336
59,Surkhet,2451,mid-west,hill,2012/2013,Millet,2095,2750,1313
59,Surkhet,2451,mid-west,hill,2013/2014,Millet,2095,2832,1352
59,Surkhet,2451,mid-west,hill,2014/2015,Millet,2100,2950,1405
60,Dailekh,1502,mid-west,hill,2000/2001,Millet,2630,2893,1100
60,Dailekh,1502,mid-west,hill,2001/2002,Millet,2575,2832,1100
60,Dailekh,1502,mid-west,hill,2002/2003,Millet,2500,3135,1254
60,Dailekh,1502,mid-west,hill,2003/2004,Millet,2500,3135,1254
60,Dailekh,1502,mid-west,hill,2004/2005,Millet,2550,3315,1300
60,Dailekh,1502,mid-west,hill,2005/2006,Millet,2550,3315,1300
60,Dailekh,1502,mid-west,hill,2006/2007,Millet,2515,2515,1000
60,Dailekh,1502,mid-west,hill,2007/2008,Millet,2095,2723,1300
60,Dailekh,1502,mid-west,hill,2008/2009,Millet,2095,2723,1300
60,Dailekh,1502,mid-west,hill,2009/2010,Millet,2422,2843,1174
60,Dailekh,1502,mid-west,hill,2010/2011,Millet,2422,2628,1085
60,Dailekh,1502,mid-west,hill,2011/2012,Millet,2422,2518,1039.6
60,Dailekh,1502,mid-west,hill,2012/2013,Millet,2422,2643,1091
60,Dailekh,1502,mid-west,hill,2013/2014,Millet,2422,2643,1091
60,Dailekh,1502,mid-west,hill,2014/2015,Millet,2425,2645,1091
61,Jajarkot,2230,mid-west,hill,2000/2001,Millet,2063,2860,1390
61,Jajarkot,2230,mid-west,hill,2001/2002,Millet,2060,2860,1388
61,Jajarkot,2230,mid-west,hill,2002/2003,Millet,2060,2860,1388
61,Jajarkot,2230,mid-west,hill,2003/2004,Millet,2060,2860,1388
61,Jajarkot,2230,mid-west,hill,2004/2005,Millet,2060,2860,1388
61,Jajarkot,2230,mid-west,hill,2005/2006,Millet,2060,2860,1388
61,Jajarkot,2230,mid-west,hill,2006/2007,Millet,2060,2860,1388
61,Jajarkot,2230,mid-west,hill,2007/2008,Millet,2060,2860,1388
61,Jajarkot,2230,mid-west,hill,2008/2009,Millet,2060,2860,1388
61,Jajarkot,2230,mid-west,hill,2009/2010,Millet,2445,3108,1271
61,Jajarkot,2230,mid-west,hill,2010/2011,Millet,2525,4522,1791
61,Jajarkot,2230,mid-west,hill,2011/2012,Millet,2060,3708,1800
61,Jajarkot,2230,mid-west,hill,2012/2013,Millet,2106,3859,1832
61,Jajarkot,2230,mid-west,hill,2013/2014,Millet,1932,2297,1189
61,Jajarkot,2230,mid-west,hill,2014/2015,Millet,1935,2297,1187
62,Dolpa,7889,mid-west,mountain,2000/2001,Millet,700,700,1000
62,Dolpa,7889,mid-west,mountain,2001/2002,Millet,300,240,800
62,Dolpa,7889,mid-west,mountain,2002/2003,Millet,300,240,800
62,Dolpa,7889,mid-west,mountain,2003/2004,Millet,300,240,800
62,Dolpa,7889,mid-west,mountain,2004/2005,Millet,300,240,800
62,Dolpa,7889,mid-west,mountain,2005/2006,Millet,315,252,800
62,Dolpa,7889,mid-west,mountain,2006/2007,Millet,315,215,683
62,Dolpa,7889,mid-west,mountain,2007/2008,Millet,317,253,798
62,Dolpa,7889,mid-west,mountain,2008/2009,Millet,317,275,868
62,Dolpa,7889,mid-west,mountain,2009/2010,Millet,315,315,1000
62,Dolpa,7889,mid-west,mountain,2010/2011,Millet,325,260,800
62,Dolpa,7889,mid-west,mountain,2011/2012,Millet,325,487,1500
62,Dolpa,7889,mid-west,mountain,2012/2013,Millet,390,273,700
62,Dolpa,7889,mid-west,mountain,2013/2014,Millet,390,285,731
62,Dolpa,7889,mid-west,mountain,2014/2015,Millet,291,298,1024
63,Jumla,2531,mid-west,mountain,2000/2001,Millet,4145,4145,1000
63,Jumla,2531,mid-west,mountain,2001/2002,Millet,3750,4150,1107
63,Jumla,2531,mid-west,mountain,2002/2003,Millet,3750,4150,1107
63,Jumla,2531,mid-west,mountain,2003/2004,Millet,3750,4150,1107
63,Jumla,2531,mid-west,mountain,2004/2005,Millet,4000,4400,1100
63,Jumla,2531,mid-west,mountain,2005/2006,Millet,4000,4400,1100
63,Jumla,2531,mid-west,mountain,2006/2007,Millet,4000,4400,1100
63,Jumla,2531,mid-west,mountain,2007/2008,Millet,4000,4400,1100
63,Jumla,2531,mid-west,mountain,2008/2009,Millet,4000,4400,1100
63,Jumla,2531,mid-west,mountain,2009/2010,Millet,3950,4150,1051
63,Jumla,2531,mid-west,mountain,2010/2011,Millet,3950,4345,1100
63,Jumla,2531,mid-west,mountain,2011/2012,Millet,3700,3700,1000
63,Jumla,2531,mid-west,mountain,2012/2013,Millet,3800,4560,1200
63,Jumla,2531,mid-west,mountain,2013/2014,Millet,3890,4279,1100
63,Jumla,2531,mid-west,mountain,2014/2015,Millet,3840,4379,1140
64,Kalikot,1741,mid-west,mountain,2000/2001,Millet,1242,1243,1001
64,Kalikot,1741,mid-west,mountain,2001/2002,Millet,1150,1100,957
64,Kalikot,1741,mid-west,mountain,2002/2003,Millet,1150,11000,957
64,Kalikot,1741,mid-west,mountain,2003/2004,Millet,1150,1100,957
64,Kalikot,1741,mid-west,mountain,2004/2005,Millet,1150,1100,957
64,Kalikot,1741,mid-west,mountain,2005/2006,Millet,1150,1100,957
64,Kalikot,1741,mid-west,mountain,2006/2007,Millet,1150,1100,957
64,Kalikot,1741,mid-west,mountain,2007/2008,Millet,1252,1365,1090
64,Kalikot,1741,mid-west,mountain,2008/2009,Millet,1252,1260,1006
64,Kalikot,1741,mid-west,mountain,2009/2010,Millet,1252,1292,1032
64,Kalikot,1741,mid-west,mountain,2010/2011,Millet,1252,1377,1100
64,Kalikot,1741,mid-west,mountain,2011/2012,Millet,3700,3700,1000
64,Kalikot,1741,mid-west,mountain,2012/2013,Millet,1232,1291,1048
64,Kalikot,1741,mid-west,mountain,2013/2014,Millet,1232,1295,1051
64,Kalikot,1741,mid-west,mountain,2014/2015,Millet,1263,1983,1570
65,Mugu,3535,mid-west,mountain,2000/2001,Millet,1550,1760,1135
65,Mugu,3535,mid-west,mountain,2001/2002,Millet,1550,1525,984
65,Mugu,3535,mid-west,mountain,2002/2003,Millet,1550,1525,984
65,Mugu,3535,mid-west,mountain,2003/2004,Millet,1550,1525,984
65,Mugu,3535,mid-west,mountain,2004/2005,Millet,1572,1534,976
65,Mugu,3535,mid-west,mountain,2005/2006,Millet,1572,1550,986
65,Mugu,3535,mid-west,mountain,2006/2007,Millet,1572,1550,986
65,Mugu,3535,mid-west,mountain,2007/2008,Millet,1572,1550,986
65,Mugu,3535,mid-west,mountain,2008/2009,Millet,1572,1550,986
65,Mugu,3535,mid-west,mountain,2009/2010,Millet,1575,1575,1000
65,Mugu,3535,mid-west,mountain,2010/2011,Millet,1800,1650,917
65,Mugu,3535,mid-west,mountain,2011/2012,Millet,4500,4500,1000
65,Mugu,3535,mid-west,mountain,2012/2013,Millet,4500,4500,1000
65,Mugu,3535,mid-west,mountain,2013/2014,Millet,4488,4937,1100
65,Mugu,3535,mid-west,mountain,2014/2015,Millet,4275,4916,1150
66,Humla,5655,mid-west,mountain,2000/2001,Millet,1347,1062,788
66,Humla,5655,mid-west,mountain,2001/2002,Millet,1350,850,630
66,Humla,5655,mid-west,mountain,2002/2003,Millet,1351,932,690
66,Humla,5655,mid-west,mountain,2003/2004,Millet,1351,932,690
66,Humla,5655,mid-west,mountain,2004/2005,Millet,1360,1090,801
66,Humla,5655,mid-west,mountain,2005/2006,Millet,1360,1090,801
66,Humla,5655,mid-west,mountain,2006/2007,Millet,1360,1090,801
66,Humla,5655,mid-west,mountain,2007/2008,Millet,1360,1090,801
66,Humla,5655,mid-west,mountain,2008/2009,Millet,1360,1300,956
66,Humla,5655,mid-west,mountain,2009/2010,Millet,1308,1308,1000
66,Humla,5655,mid-west,mountain,2010/2011,Millet,1302,1315,1010
66,Humla,5655,mid-west,mountain,2011/2012,Millet,1280,1216,950
66,Humla,5655,mid-west,mountain,2012/2013,Millet,1216,1280,1053
66,Humla,5655,mid-west,mountain,2013/2014,Millet,1278,1163,910
66,Humla,5655,mid-west,mountain,2014/2015,Millet,1270,1312,1033
67,Bajura,2188,far-west,mountain,2000/2001,Millet,2520,2731,1084
67,Bajura,2188,far-west,mountain,2001/2002,Millet,2100,2150,1024
67,Bajura,2188,far-west,mountain,2002/2003,Millet,2100,2150,1024
67,Bajura,2188,far-west,mountain,2003/2004,Millet,2100,2150,1024
67,Bajura,2188,far-west,mountain,2004/2005,Millet,2100,2150,1024
67,Bajura,2188,far-west,mountain,2005/2006,Millet,2100,2150,1024
67,Bajura,2188,far-west,mountain,2006/2007,Millet,3000,2400,800
67,Bajura,2188,far-west,mountain,2007/2008,Millet,2520,2650,1052
67,Bajura,2188,far-west,mountain,2008/2009,Millet,2520,2650,1052
67,Bajura,2188,far-west,mountain,2009/2010,Millet,2610,2005,768
67,Bajura,2188,far-west,mountain,2010/2011,Millet,2610,2610,1000
67,Bajura,2188,far-west,mountain,2011/2012,Millet,2610,2871,1100
67,Bajura,2188,far-west,mountain,2012/2013,Millet,2610,2610,1000
67,Bajura,2188,far-west,mountain,2013/2014,Millet,2610,2610,2662
67,Bajura,2188,far-west,mountain,2014/2015,Millet,2610,2750,2662
68,Bajhang,3422,far-west,mountain,2000/2001,Millet,2285,2239,980
68,Bajhang,3422,far-west,mountain,2001/2002,Millet,2285,2285,1000
68,Bajhang,3422,far-west,mountain,2002/2003,Millet,2285,2285,1000
68,Bajhang,3422,far-west,mountain,2003/2004,Millet,2285,2285,1000
68,Bajhang,3422,far-west,mountain,2004/2005,Millet,2285,2285,1000
68,Bajhang,3422,far-west,mountain,2005/2006,Millet,2285,2285,1000
68,Bajhang,3422,far-west,mountain,2006/2007,Millet,2285,2285,1000
68,Bajhang,3422,far-west,mountain,2007/2008,Millet,2285,2170,950
68,Bajhang,3422,far-west,mountain,2008/2009,Millet,2285,2170,950
68,Bajhang,3422,far-west,mountain,2009/2010,Millet,2285,1830,801
68,Bajhang,3422,far-west,mountain,2010/2011,Millet,2285,2300,1007
68,Bajhang,3422,far-west,mountain,2011/2012,Millet,2286,2057,899.83
68,Bajhang,3422,far-west,mountain,2012/2013,Millet,2286,2057,900
68,Bajhang,3422,far-west,mountain,2013/2014,Millet,2286,2057,900
68,Bajhang,3422,far-west,mountain,2014/2015,Millet,2286,2300,1006
69,Achham,1680,far-west,hill,2000/2001,Millet,1634,1960,1200
69,Achham,1680,far-west,hill,2001/2002,Millet,1730,2000,1156
69,Achham,1680,far-west,hill,2002/2003,Millet,1730,2000,1156
69,Achham,1680,far-west,hill,2003/2004,Millet,1730,2000,1156
69,Achham,1680,far-west,hill,2004/2005,Millet,1730,2000,1156
69,Achham,1680,far-west,hill,2005/2006,Millet,1730,2000,1156
69,Achham,1680,far-west,hill,2006/2007,Millet,2545,2418,950
69,Achham,1680,far-west,hill,2007/2008,Millet,2545,2418,950
69,Achham,1680,far-west,hill,2008/2009,Millet,2545,2418,950
69,Achham,1680,far-west,hill,2009/2010,Millet,2843,3343,1176
69,Achham,1680,far-west,hill,2010/2011,Millet,3412,3241,950
69,Achham,1680,far-west,hill,2011/2012,Millet,3412,3310,970
69,Achham,1680,far-west,hill,2012/2013,Millet,3414,3310,970
69,Achham,1680,far-west,hill,2013/2014,Millet,3415,3427,1004
69,Achham,1680,far-west,hill,2014/2015,Millet,3420,3550,1038
70,Doti,2025,far-west,hill,2000/2001,Millet,2000,1800,900
70,Doti,2025,far-west,hill,2001/2002,Millet,1900,1710,900
70,Doti,2025,far-west,hill,2002/2003,Millet,1930,1891,980
70,Doti,2025,far-west,hill,2003/2004,Millet,1930,1891,980
70,Doti,2025,far-west,hill,2004/2005,Millet,2600,2860,1100
70,Doti,2025,far-west,hill,2005/2006,Millet,1900,2600,1368
70,Doti,2025,far-west,hill,2006/2007,Millet,3250,3088,950
70,Doti,2025,far-west,hill,2007/2008,Millet,4010,3609,900
70,Doti,2025,far-west,hill,2008/2009,Millet,4075,4080,1001
70,Doti,2025,far-west,hill,2009/2010,Millet,4953,5353,1081
70,Doti,2025,far-west,hill,2010/2011,Millet,4953,5353,1081
70,Doti,2025,far-west,hill,2011/2012,Millet,5825,5825,1000
70,Doti,2025,far-west,hill,2012/2013,Millet,5810,5810,1000
70,Doti,2025,far-west,hill,2013/2014,Millet,5121,6145,1200
70,Doti,2025,far-west,hill,2014/2015,Millet,5150,6500,1262
71,Kailali,3235,far-west,terai,2000/2001,Millet,200,200,1000
71,Kailali,3235,far-west,terai,2001/2002,Millet,2000,180,900
71,Kailali,3235,far-west,terai,2002/2003,Millet,200,180,900
71,Kailali,3235,far-west,terai,2003/2004,Millet,200,180,900
71,Kailali,3235,far-west,terai,2004/2005,Millet,200,180,900
71,Kailali,3235,far-west,terai,2005/2006,Millet,200,180,900
71,Kailali,3235,far-west,terai,2006/2007,Millet,222,200,901
71,Kailali,3235,far-west,terai,2007/2008,Millet,222,200,901
71,Kailali,3235,far-west,terai,2008/2009,Millet,200,180,900
71,Kailali,3235,far-west,terai,2009/2010,Millet,300,310,1033
71,Kailali,3235,far-west,terai,2010/2011,Millet,300,310,1033
71,Kailali,3235,far-west,terai,2011/2012,Millet,400,450,1125
71,Kailali,3235,far-west,terai,2012/2013,Millet,400,450,1125
71,Kailali,3235,far-west,terai,2013/2014,Millet,377,380,1008
71,Kailali,3235,far-west,terai,2014/2015,Millet,377,380,1008
72,Kanchanpur,1610,far-west,terai,2000/2001,Millet,312,300,962
72,Kanchanpur,1610,far-west,terai,2001/2002,Millet,300,300,1000
72,Kanchanpur,1610,far-west,terai,2002/2003,Millet,180,180,1000
72,Kanchanpur,1610,far-west,terai,2003/2004,Millet,180,180,1000
72,Kanchanpur,1610,far-west,terai,2004/2005,Millet,180,180,1000
72,Kanchanpur,1610,far-west,terai,2005/2006,Millet,300,300,1000
72,Kanchanpur,1610,far-west,terai,2006/2007,Millet,180,180,1000
72,Kanchanpur,1610,far-west,terai,2007/2008,Millet,180,180,1000
72,Kanchanpur,1610,far-west,terai,2008/2009,Millet,170,170,1000
72,Kanchanpur,1610,far-west,terai,2009/2010,Millet,170,180,1059
72,Kanchanpur,1610,far-west,terai,2010/2011,Millet,170,180,1059
72,Kanchanpur,1610,far-west,terai,2011/2012,Millet,,,
72,Kanchanpur,1610,far-west,terai,2012/2013,Millet,,,
72,Kanchanpur,1610,far-west,terai,2013/2014,Millet,,,
72,Kanchanpur,1610,far-west,terai,2014/2015,Millet,,,
73,Dadeldhura,1538,far-west,hill,2000/2001,Millet,500,500,1000
73,Dadeldhura,1538,far-west,hill,2001/2002,Millet,450,450,1000
73,Dadeldhura,1538,far-west,hill,2002/2003,Millet,425,425,1000
73,Dadeldhura,1538,far-west,hill,2003/2004,Millet,425,425,1000
73,Dadeldhura,1538,far-west,hill,2004/2005,Millet,415,363,875
73,Dadeldhura,1538,far-west,hill,2005/2006,Millet,450,450,1000
73,Dadeldhura,1538,far-west,hill,2006/2007,Millet,318,295,928
73,Dadeldhura,1538,far-west,hill,2007/2008,Millet,318,318,1000
73,Dadeldhura,1538,far-west,hill,2008/2009,Millet,318,320,1006
73,Dadeldhura,1538,far-west,hill,2009/2010,Millet,318,359,1129
73,Dadeldhura,1538,far-west,hill,2010/2011,Millet,302,390,1291
73,Dadeldhura,1538,far-west,hill,2011/2012,Millet,320,260,812
73,Dadeldhura,1538,far-west,hill,2012/2013,Millet,320,260,813
73,Dadeldhura,1538,far-west,hill,2013/2014,Millet,300,300,1000
73,Dadeldhura,1538,far-west,hill,2014/2015,Millet,305,310,1016
74,Baitadi,1519,far-west,hill,2000/2001,Millet,1050,1090,1038
74,Baitadi,1519,far-west,hill,2001/2002,Millet,850,770,906
74,Baitadi,1519,far-west,hill,2002/2003,Millet,850,850,1000
74,Baitadi,1519,far-west,hill,2003/2004,Millet,850,850,1000
74,Baitadi,1519,far-west,hill,2004/2005,Millet,850,850,1000
74,Baitadi,1519,far-west,hill,2005/2006,Millet,850,770,906
74,Baitadi,1519,far-west,hill,2006/2007,Millet,850,770,906
74,Baitadi,1519,far-west,hill,2007/2008,Millet,870,950,1092
74,Baitadi,1519,far-west,hill,2008/2009,Millet,870,950,1092
74,Baitadi,1519,far-west,hill,2009/2010,Millet,850,950,1118
74,Baitadi,1519,far-west,hill,2010/2011,Millet,850,950,1118
74,Baitadi,1519,far-west,hill,2011/2012,Millet,500,700,1400
74,Baitadi,1519,far-west,hill,2012/2013,Millet,700,910,1300
74,Baitadi,1519,far-west,hill,2013/2014,Millet,700,980,1400
74,Baitadi,1519,far-west,hill,2014/2015,Millet,710,1110,1563
75,Darchula,2322,far-west,mountain,2000/2001,Millet,1500,1200,800
75,Darchula,2322,far-west,mountain,2001/2002,Millet,1115,990,888
75,Darchula,2322,far-west,mountain,2002/2003,Millet,1115,990,888
75,Darchula,2322,far-west,mountain,2003/2004,Millet,1115,990,888
75,Darchula,2322,far-west,mountain,2004/2005,Millet,1450,1190,821
75,Darchula,2322,far-west,mountain,2005/2006,Millet,1115,990,888
75,Darchula,2322,far-west,mountain,2006/2007,Millet,1115,990,888
75,Darchula,2322,far-west,mountain,2007/2008,Millet,1115,990,888
75,Darchula,2322,far-west,mountain,2008/2009,Millet,1115,1000,897
75,Darchula,2322,far-west,mountain,2009/2010,Millet,1300,1170,900
75,Darchula,2322,far-west,mountain,2010/2011,Millet,1300,1300,1000
75,Darchula,2322,far-west,mountain,2011/2012,Millet,1310,1310,1000
75,Darchula,2322,far-west,mountain,2012/2013,Millet,1310,786,600
75,Darchula,2322,far-west,mountain,2013/2014,Millet,1310,893,682
75,Darchula,2322,far-west,mountain,2014/2015,Millet,1310,1155,882
